,"F.7 VIDEO: Sign, ""We Don't Serve Mexicans""",FADE OUT: Previous,00:00.000,00:03.000,00:00.000,,,
85,,"Crossfade to ""Skeletons don’t cry, serenade of love""",00:00.000,00:01.000,00:00.000,,,
,,"Skeletons don’t cry, serenade of love",00:00.000,00:00.000,00:00.000,,,
," ""Eventually, you have to get there""","fade and stop ""Eventually, you have to get there""",00:00.000,00:01.000,00:00.000,,,
," ""Skeletons don’t cry, serenade of love""","fade ""Skeletons don’t cry, serenade of love""",00:00.000,00:01.000,00:00.000,,,
86,,"Crossfade to ""Eventually, you have to get there""",00:00.000,00:01.000,00:00.000,,,
,,"Eventually, you have to get there",00:00.000,00:00.000,00:00.000,,,
," ""Skeletons don’t cry, serenade of love""","fade and stop ""Skeletons don’t cry, serenade of love""",00:00.000,00:01.000,00:00.000,,,
," ""Eventually, you have to get there""","fade ""Eventually, you have to get there""",00:00.000,00:01.000,00:00.000,,,
87,,Crossfade to Skeletons don’t cry,00:00.000,00:01.000,00:00.000,,,
,,Skeletons don’t cry,00:00.000,00:00.000,00:00.000,,,
," ""Eventually, you have to get there""","fade and stop ""Eventually, you have to get there""",00:00.000,00:01.000,00:00.000,,,
, Skeletons don’t cry,fade Skeletons don’t cry,00:00.000,00:01.000,00:00.000,,,
, Skeletons don’t cry,fade and stop Skeletons don’t cry,00:00.000,00:01.000,00:00.000,auto-continue,,
,,/mix/choir #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mix/fx #v#,00:00.000,00:00.500,00:00.500,auto-follow,,
,,/mute/choir,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mute/band,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/eos/cue/28/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/video/shot2_v11_h264.mov,VIDEO: Black Hole,00:00.000,01:15.000,00:00.000,auto-continue,,PG 69
, VIDEO: Black Hole,FADE IN: Black Hole,00:01.000,00:05.000,00:00.000,,,
,,/eos/cue/29/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
, VIDEO: Black Hole,FADE OUT: Black Hole,00:00.000,00:05.000,00:00.000,,,
,,/eos/cue/30/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/helen #v#,00:00.000,00:00.500,00:00.500,auto-follow,,
,,/mute/helen,00:00.000,00:00.000,00:00.000,auto-continue,,
H,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/audio/H_Tear Jerk Projector Long.aif,SFX: Movie Projector,00:05.000,06:56.342,00:01.000,auto-continue,,
,H SFX: Movie Projector,fade SFX: Movie Projector,00:00.000,00:08.000,00:00.000,auto-continue,,
,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/video/_C&R Matte FINAL.png,_C&R Matte FINAL.png,00:00.000,00:00.000,00:00.500,auto-continue,,PG 25
,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/video/C&R Movie Theater.mov,C&R Movie Theater.mov,00:00.000,01:26.332,00:00.000,,,
,,/eos/cue/31/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
, _C&R Matte FINAL.png,FADE OUT: Matte,00:00.000,00:05.000,00:00.000,auto-continue,,
, C&R Movie Theater.mov,STOP Movie,00:00.000,00:02.000,00:00.000,auto-continue,,
,H SFX: Movie Projector,fade and stop SFX: Movie Projector,00:00.000,00:06.000,00:00.000,auto-continue,,
,H SFX: Movie Projector,FADE OUT: Movie Projector,00:00.000,00:03.500,00:00.000,,,
,,/eos/cue/32/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/unmute/band,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mix/fx #v#,00:00.000,00:00.500,00:00.000,,,
88,,Crossfade to Where is that Indian that existed in ancient times?,00:00.000,00:01.000,00:00.000,,,
,,Where is that Indian that existed in ancient times?,00:00.000,00:00.000,00:00.000,,,
, Where is that Indian that existed in ancient times?,fade Where is that Indian that existed in ancient times?,00:00.000,00:01.000,00:00.000,,,
89,,"Crossfade to ""Through South, Central and North America,""",00:00.000,00:01.000,00:00.000,,,
,,"Through South, Central and North America,",00:00.000,00:00.000,00:00.000,,,
, Where is that Indian that existed in ancient times?,fade and stop Where is that Indian that existed in ancient times?,00:00.000,00:01.000,00:00.000,,,
," ""Through South, Central and North America,""","fade ""Through South, Central and North America,""",00:00.000,00:01.000,00:00.000,,,
90,,Crossfade to Left us his heritage,00:00.000,00:01.000,00:00.000,,,
,,Left us his heritage,00:00.000,00:00.000,00:00.000,,,
," ""Through South, Central and North America,""","fade and stop ""Through South, Central and North America,""",00:00.000,00:01.000,00:00.000,,,
, Left us his heritage,fade Left us his heritage,00:00.000,00:01.000,00:00.000,,,
91,,Crossfade to The Indian was a marvel,00:00.000,00:01.000,00:00.000,,,
,,The Indian was a marvel,00:00.000,00:00.000,00:00.000,,,
, Left us his heritage,fade and stop Left us his heritage,00:00.000,00:01.000,00:00.000,,,
, The Indian was a marvel,fade The Indian was a marvel,00:00.000,00:01.000,00:00.000,,,
92,,Crossfade to His science was unequaled,00:00.000,00:01.000,00:00.000,,,
,,His science was unequaled,00:00.000,00:00.000,00:00.000,,,
, The Indian was a marvel,fade and stop The Indian was a marvel,00:00.000,00:01.000,00:00.000,,,
, His science was unequaled,fade His science was unequaled,00:00.000,00:01.000,00:00.000,,,
93,,Crossfade to To care and love the earth,00:00.000,00:01.000,00:00.000,,,
,,To care and love the earth,00:00.000,00:00.000,00:00.000,,,
, His science was unequaled,fade and stop His science was unequaled,00:00.000,00:01.000,00:00.000,,,
, To care and love the earth,fade To care and love the earth,00:00.000,00:01.000,00:00.000,,,
94,,Crossfade to To live in harmony with nature,00:00.000,00:01.000,00:00.000,,,
,,To live in harmony with nature,00:00.000,00:00.000,00:00.000,,,
, To care and love the earth,fade and stop To care and love the earth,00:00.000,00:01.000,00:00.000,,,
, To live in harmony with nature,fade To live in harmony with nature,00:00.000,00:01.000,00:00.000,,,
95,,Crossfade to But the reign of that Indian,00:00.000,00:01.000,00:00.000,,,
,,But the reign of that Indian,00:00.000,00:00.000,00:00.000,,,
, To live in harmony with nature,fade and stop To live in harmony with nature,00:00.000,00:01.000,00:00.000,,,
, But the reign of that Indian,fade But the reign of that Indian,00:00.000,00:01.000,00:00.000,,,
96,,"Crossfade to ""Innocent, he died. But, that Indian""",00:00.000,00:01.000,00:00.000,,,
,,"Innocent, he died. But, that Indian",00:00.000,00:00.000,00:00.000,,,
, But the reign of that Indian,fade and stop But the reign of that Indian,00:00.000,00:01.000,00:00.000,,,
," ""Innocent, he died. But, that Indian""","fade ""Innocent, he died. But, that Indian""",00:00.000,00:01.000,00:00.000,,,
97,,"Crossfade to ""That Indian is not dead, no""",00:00.000,00:01.000,00:00.000,,,
,,"That Indian is not dead, no",00:00.000,00:00.000,00:00.000,,,
," ""Innocent, he died. But, that Indian""","fade and stop ""Innocent, he died. But, that Indian""",00:00.000,00:01.000,00:00.000,,,
," ""That Indian is not dead, no""","fade ""That Indian is not dead, no""",00:00.000,00:01.000,00:00.000,,,
98,,"Crossfade to ""Because his,""",00:00.000,00:01.000,00:00.000,,,
,,"Because his,",00:00.000,00:00.000,00:00.000,,,
," ""That Indian is not dead, no""","fade and stop ""That Indian is not dead, no""",00:00.000,00:01.000,00:00.000,,,
," ""Because his,""","fade ""Because his,""",00:00.000,00:01.000,00:00.000,,,
99,,Crossfade to his is the blood I carry,00:00.000,00:01.000,00:00.000,,,
,,his is the blood I carry,00:00.000,00:00.000,00:00.000,,,
," ""Because his,""","fade and stop ""Because his,""",00:00.000,00:01.000,00:00.000,,,
, his is the blood I carry,fade his is the blood I carry,00:00.000,00:01.000,00:00.000,,,
100,,"Crossfade to ""I carry, I carry""",00:00.000,00:01.000,00:00.000,,,
,,"I carry, I carry",00:00.000,00:00.000,00:00.000,,,
, his is the blood I carry,fade and stop his is the blood I carry,00:00.000,00:01.000,00:00.000,,,
," ""I carry, I carry""","fade ""I carry, I carry""",00:00.000,00:01.000,00:00.000,,,
101,,Crossfade to From the ancient one is blood that I carry,00:00.000,00:01.000,00:00.000,,,
,,From the ancient one is blood that I carry,00:00.000,00:00.000,00:00.000,,,
," ""I carry, I carry""","fade and stop ""I carry, I carry""",00:00.000,00:01.000,00:00.000,,,
, From the ancient one is blood that I carry,fade From the ancient one is blood that I carry,00:00.000,00:01.000,00:00.000,,,
,,/eos/cue/32.1/fire,00:00.000,00:00.000,00:00.000,,,
102,,"Crossfade to ""Now, I sing with pride""",00:00.000,00:01.000,00:00.000,,,
,,"Now, I sing with pride",00:00.000,00:00.000,00:00.000,,,
, From the ancient one is blood that I carry,fade and stop From the ancient one is blood that I carry,00:00.000,00:01.000,00:00.000,,,
," ""Now, I sing with pride""","fade ""Now, I sing with pride""",00:00.000,00:01.000,00:00.000,,,
103,,Crossfade to Never will I be moved,00:00.000,00:01.000,00:00.000,,,
,,Never will I be moved,00:00.000,00:00.000,00:00.000,,,
," ""Now, I sing with pride""","fade and stop ""Now, I sing with pride""",00:00.000,00:01.000,00:00.000,,,
, Never will I be moved,fade Never will I be moved,00:00.000,00:01.000,00:00.000,,,
104,,"Crossfade to ""Because, always lives the ancient blood""",00:00.000,00:01.000,00:00.000,,,
,,"Because, always lives the ancient blood",00:00.000,00:00.000,00:00.000,,,
, Never will I be moved,fade and stop Never will I be moved,00:00.000,00:01.000,00:00.000,,,
," ""Because, always lives the ancient blood""","fade ""Because, always lives the ancient blood""",00:00.000,00:01.000,00:00.000,,,
105,,"Crossfade to ""And, there is no one in this world that can impede it""",00:00.000,00:01.000,00:00.000,,,
,,"And, there is no one in this world that can impede it",00:00.000,00:00.000,00:00.000,,,
," ""Because, always lives the ancient blood""","fade and stop ""Because, always lives the ancient blood""",00:00.000,00:01.000,00:00.000,,,
," ""And, there is no one in this world that can impede it""","fade ""And, there is no one in this world that can impede it""",00:00.000,00:01.000,00:00.000,,,
106,,Crossfade to Because all who carry ancient blood,00:00.000,00:01.000,00:00.000,,,
,,Because forever will live the ancient blood,00:00.000,00:00.000,00:00.000,,,
," ""And, there is no one in this world that can impede it""","fade and stop ""And, there is no one in this world that can impede it""",00:00.000,00:01.000,00:00.000,,,
, Because forever will live the ancient blood,fade Because forever will live the ancient blood,00:00.000,00:01.000,00:00.000,,,
,,Crossfade to Are of the same sentiment,00:00.000,00:01.000,00:00.000,,,
,,Are of the same sentiment,00:00.000,00:00.000,00:00.000,,,
, Because forever will live the ancient blood,fade and stop Because forever will live the ancient blood,00:00.000,00:01.000,00:00.000,,,
, Are of the same sentiment,fade Are of the same sentiment,00:00.000,00:01.000,00:00.000,,,
107,,Crossfade to It is the one people beneath the sun,00:00.000,00:01.000,00:00.000,,,
,,It is the one people beneath the sun,00:00.000,00:00.000,00:00.000,,,
, Are of the same sentiment,fade and stop Are of the same sentiment,00:00.000,00:01.000,00:00.000,,,
, It is the one people beneath the sun,fade It is the one people beneath the sun,00:00.000,00:01.000,00:00.000,,,
108,,Crossfade to God made us with valiant souls,00:00.000,00:01.000,00:00.000,,,
,,God made us with valiant souls,00:00.000,00:00.000,00:00.000,,,
, It is the one people beneath the sun,fade and stop It is the one people beneath the sun,00:00.000,00:01.000,00:00.000,,,
, God made us with valiant souls,fade God made us with valiant souls,00:00.000,00:01.000,00:00.000,,,
109,,"Crossfade to ""And he gave us the most potent weapons,""",00:00.000,00:01.000,00:00.000,,,
,,"And he gave us the most potent weapons,",00:00.000,00:00.000,00:00.000,,,
, God made us with valiant souls,fade and stop God made us with valiant souls,00:00.000,00:01.000,00:00.000,,,
," ""And he gave us the most potent weapons,""","fade ""And he gave us the most potent weapons,""",00:00.000,00:01.000,00:00.000,,,
110,,Crossfade to Love and heart,00:00.000,00:01.000,00:00.000,,,
,,Love and heart,00:00.000,00:00.000,00:00.000,,,
," ""And he gave us the most potent weapons,""","fade and stop ""And he gave us the most potent weapons,""",00:00.000,00:01.000,00:00.000,,,
, Love and heart,fade Love and heart,00:00.000,00:01.000,00:00.000,,,
,,/eos/cue/33/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
, Love and heart,fade and stop Love and heart,00:00.000,00:01.000,00:00.000,auto-continue,,
,,/unmute/ruben,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/ruben #v#,00:00.000,00:00.500,00:00.000,,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mix/fx #v#,00:00.000,00:00.500,00:00.500,auto-follow,,
,,/mute/band,00:00.000,00:00.000,00:00.000,,,
,,/unmute/helen,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/helen #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/eos/cue/33.1/fire,00:00.000,00:00.000,00:00.000,,,
,,/eos/cue/34/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/helen #v#,00:00.000,00:00.500,00:00.500,auto-follow,,
,,/mute/helen,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/unmute/naylor,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/naylor #v#,00:00.000,00:00.500,00:00.000,,,
,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/audio/E_JukeboxButtonsLiftandPlaceRecord.wav,E_JukeboxButtonsLiftandPlaceRecord.wav,00:00.000,00:06.365,00:00.000,auto-continue,,
,,/unmute/band,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,/Users/harpo/Desktop/Cesar and Rubin/Audio & Video/Cesar and Ruben Qlab Oct-2011/audio/E_JukeboxScratches.wav,E_JukeboxScratches.wav,00:02.000,00:17.656,00:00.000,auto-continue,,
, E_JukeboxScratches.wav,fade E_JukeboxScratches.wav,00:00.000,00:03.000,00:00.000,auto-continue,,
, E_JukeboxScratches.wav,fade and stop E_JukeboxScratches.wav,00:04.000,00:05.000,00:00.000,auto-continue,,
,,/mix/naylor #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mute/naylor,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/ruben #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mute/ruben,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/unmute/helen,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/helen #v#,00:00.000,00:00.500,00:00.000,,,
,,/mix/fx #v#,00:00.000,00:00.500,00:00.000,,,
111,,Crossfade to Along the road by my house,00:00.000,00:01.000,00:00.000,,,
,,Along the road by my house,00:00.000,00:00.000,00:00.000,,,
, Along the road by my house,fade Along the road by my house,00:00.000,00:01.000,00:00.000,,,
112,,Crossfade to A cheerful cart driver passes,00:00.000,00:01.000,00:00.000,,,
,,A cheerful cart driver passes,00:00.000,00:00.000,00:00.000,,,
, Along the road by my house,fade and stop Along the road by my house,00:00.000,00:01.000,00:00.000,,,
, A cheerful cart driver passes,fade A cheerful cart driver passes,00:00.000,00:01.000,00:00.000,,,
113,,Crossfade to With his sentimental songs,00:00.000,00:01.000,00:00.000,,,
,,With his sentimental songs,00:00.000,00:00.000,00:00.000,,,
, A cheerful cart driver passes,fade and stop A cheerful cart driver passes,00:00.000,00:01.000,00:00.000,,,
, With his sentimental songs,fade With his sentimental songs,00:00.000,00:01.000,00:00.000,,,
114,,Crossfade to The cheerful guajira sang,00:00.000,00:01.000,00:00.000,,,
,,The cheerful guajira sang,00:00.000,00:00.000,00:00.000,,,
, With his sentimental songs,fade and stop With his sentimental songs,00:00.000,00:01.000,00:00.000,,,
, The cheerful guajira sang,fade The cheerful guajira sang,00:00.000,00:01.000,00:00.000,,,
115,,"Crossfade to ""I am going to the crossing, to unburden my load""",00:00.000,00:01.000,00:00.000,,,
,,"I am going to the crossing, to unburden my load",00:00.000,00:00.000,00:00.000,,,
, The cheerful guajira sang,fade and stop The cheerful guajira sang,00:00.000,00:01.000,00:00.000,,,
," ""I am going to the crossing, to unburden my load""","fade ""I am going to the crossing, to unburden my load""",00:00.000,00:01.000,00:00.000,,,
116,,Crossfade to There I’ll reach the end of my crushing labor,00:00.000,00:01.000,00:00.000,,,
,,There I’ll reach the end of my crushing labor,00:00.000,00:00.000,00:00.000,,,
," ""I am going to the crossing, to unburden my load""","fade and stop ""I am going to the crossing, to unburden my load""",00:00.000,00:01.000,00:00.000,,,
, There I’ll reach the end of my crushing labor,fade There I’ll reach the end of my crushing labor,00:00.000,00:01.000,00:00.000,,,
117,,"Crossfade to ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
,,"Ride up the mountain, ride up the mountain",00:00.000,00:00.000,00:00.000,,,
, There I’ll reach the end of my crushing labor,fade and stop There I’ll reach the end of my crushing labor,00:00.000,00:01.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade and stop ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
118,,"Crossfade to ""I work without rest, so I can marry""",00:00.000,00:01.000,00:00.000,,,
,,"I work without rest, so I can marry",00:00.000,00:00.000,00:00.000,,,
," ""I work without rest, so I can marry""","fade ""I work without rest, so I can marry""",00:00.000,00:01.000,00:00.000,,,
119,,"Crossfade to ""And, if I achieve that, I’ll be a happy man""",00:00.000,00:01.000,00:00.000,auto-continue,,
,,"And, if I achieve that, I’ll be a happy man",00:00.000,00:00.000,00:00.000,,,
," ""I work without rest, so I can marry""","fade and stop ""I work without rest, so I can marry""",00:00.000,00:01.000,00:00.000,,,
," ""And, if I achieve that, I’ll be a happy man""","fade ""And, if I achieve that, I’ll be a happy man""",00:00.000,00:01.000,00:00.000,,,
,,/unmute/choir,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/choir #v#,00:00.000,00:00.500,00:00.000,,,
120,,"Crossfade to ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
,,"Ride up the mountain, ride up the mountain",00:00.000,00:00.000,00:00.000,,,
," ""And, if I achieve that, I’ll be a happy man""","fade and stop ""And, if I achieve that, I’ll be a happy man""",00:00.000,00:01.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
121,,Crossfade to I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
,,I am a guajiro and a cart driver,00:00.000,00:00.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade and stop ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
, I am a guajiro and a cart driver,fade I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
122,,Crossfade to I live well off the land,00:00.000,00:01.000,00:00.000,,,
,,I live well off the land,00:00.000,00:00.000,00:00.000,,,
, I am a guajiro and a cart driver,fade and stop I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
, I live well off the land,fade I live well off the land,00:00.000,00:01.000,00:00.000,,,
123,,Crossfade to I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
,,I am a guajiro and a cart driver,00:00.000,00:00.000,00:00.000,,,
, I live well off the land,fade and stop I live well off the land,00:00.000,00:01.000,00:00.000,,,
, I am a guajiro and a cart driver,fade I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
124,,Crossfade to I live well off the land,00:00.000,00:01.000,00:00.000,,,
,,I live well off the land,00:00.000,00:00.000,00:00.000,,,
, I am a guajiro and a cart driver,fade and stop I am a guajiro and a cart driver,00:00.000,00:01.000,00:00.000,,,
, I live well off the land,fade I live well off the land,00:00.000,00:01.000,00:00.000,,,
125,,Crossfade to Because the countryside is paradise,00:00.000,00:01.000,00:00.000,,,
,,Because the countryside is paradise,00:00.000,00:00.000,00:00.000,,,
, I live well off the land,fade and stop I live well off the land,00:00.000,00:01.000,00:00.000,,,
, Because the countryside is paradise,fade Because the countryside is paradise,00:00.000,00:01.000,00:00.000,,,
126,,Crossfade to The most beautiful place on earth,00:00.000,00:01.000,00:00.000,,,
,,The most beautiful place on earth,00:00.000,00:00.000,00:00.000,,,
, Because the countryside is paradise,fade and stop Because the countryside is paradise,00:00.000,00:01.000,00:00.000,,,
, The most beautiful place on earth,fade The most beautiful place on earth,00:00.000,00:01.000,00:00.000,,,
127,,"Crossfade to ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
,,"Ride up the mountain, ride up the mountain",00:00.000,00:00.000,00:00.000,,,
, The most beautiful place on earth,fade and stop The most beautiful place on earth,00:00.000,00:01.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
128,,"Crossfade to ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
,,"Work the mountain, cultivate the plain",00:00.000,00:00.000,00:00.000,,,
," ""Ride up the mountain, ride up the mountain""","fade and stop ""Ride up the mountain, ride up the mountain""",00:00.000,00:01.000,00:00.000,,,
," ""Work the mountain, cultivate the plain""","fade ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
129,,Crossfade to Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,,,
,,Reap the fruits of your labor,00:00.000,00:00.000,00:00.000,,,
," ""Work the mountain, cultivate the plain""","fade and stop ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
, Reap the fruits of your labor,fade Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,,,
130,,"Crossfade to ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
,,"Work the mountain, cultivate the plain",00:00.000,00:00.000,00:00.000,,,
, Reap the fruits of your labor,fade and stop Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,,,
," ""Work the mountain, cultivate the plain""","fade ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
131,,Crossfade to Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,,,
,,Reap the fruits of your labor,00:00.000,00:00.000,00:00.000,,,
," ""Work the mountain, cultivate the plain""","fade and stop ""Work the mountain, cultivate the plain""",00:00.000,00:01.000,00:00.000,,,
, Reap the fruits of your labor,fade Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,,,
, Reap the fruits of your labor,fade and stop Reap the fruits of your labor,00:00.000,00:01.000,00:00.000,auto-continue,,
,,/eos/cue/35/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/fx #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mix/choir #v#,00:00.000,00:00.500,00:00.500,auto-follow,,
,,/mute/choir,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/unmute/naylor,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/naylor #v#,00:00.000,00:00.500,00:00.000,,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mute/band,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/eos/cue/36/fire,00:00.000,00:00.000,00:00.000,,,
,,/eos/cue/37/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/naylor #v#,00:00.000,00:00.500,00:00.000,auto-continue,,
,,/mute/naylor,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/unmute/helen,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/helen #v#,00:00.000,00:00.500,00:00.000,,,
,,/unmute/band,00:00.000,00:00.000,00:00.000,auto-continue,,
,,/mix/band #v#,00:00.000,00:00.500,00:00.000,,,
,,/eos/cue/37.1/fire,00:00.000,00:00.000,00:00.000,,,
,,Crossfade to I want to be your hero,00:00.000,00:01.000,00:00.000,auto-continue,,
,,I want to be your hero,00:00.000,00:00.000,00:00.000,,,
, I want to be your hero,fade I want to be your hero,00:00.000,00:01.000,00:00.000,,,
,,/mix/fx #v#,00:05.000,00:00.500,00:00.000,,,
,,/eos/cue/38/fire,00:00.000,00:00.000,00:00.000,auto-continue,,
, I want to be your hero,fade and stop I want to be your hero,00:00.000,00:01.000,00:00.000,,,
132,,"Crossfade to ""If just once, I could give you goose-bumps""",00:00.000,00:01.000,00:00.000,,,
,,"If just once, I could give you goose-bumps",00:00.000,00:00.000,00:00.000,,,
," ""If just once, I could give you goose-bumps""","fade ""If just once, I could give you goose-bumps""",00:00.000,00:01.000,00:00.000,,,
133,,"Crossfade to ""To burn, I don’t know, your mouth""",00:00.000,00:01.000,00:00.000,,,
,,"To burn, I don’t know, your mouth",00:00.000,00:00.000,00:00.000,,,
," ""If just once, I could give you goose-bumps""","fade and stop ""If just once, I could give you goose-bumps""",00:00.000,00:01.000,00:00.000,,,
," ""To burn, I don’t know, your mouth""","fade ""To burn, I don’t know, your mouth""",00:00.000,00:01.000,00:00.000,,,
134,,Crossfade to And die there later on,00:00.000,00:01.000,00:00.000,,,
,,And die there later on,00:00.000,00:00.000,00:00.000,,,
," ""To burn, I don’t know, your mouth""","fade and stop ""To burn, I don’t know, your mouth""",00:00.000,00:01.000,00:00.000,,,
, And die there later on,fade And die there later on,00:00.000,00:01.000,00:00.000,,,
135,,"Crossfade to ""And then, you would tremble for me""",00:00.000,00:01.000,00:00.000,,,
,,"And then, you would tremble for me",00:00.000,00:00.000,00:00.000,,,
, And die there later on,fade and stop And die there later on,00:00.000,00:01.000,00:00.000,,,
," ""And then, you would tremble for me""","fade ""And then, you would tremble for me""",00:00.000,00:01.000,00:00.000,,,
136,,Crossfade to And cry to see my suffering,00:00.000,00:01.000,00:00.000,,,
,,And cry to see my suffering,00:00.000,00:00.000,00:00.000,,,
," ""And then, you would tremble for me""","fade and stop ""And then, you would tremble for me""",00:00.000,00:01.000,00:00.000,,,
, And cry to see my suffering,fade And cry to see my suffering,00:00.000,00:01.000,00:00.000,,,
137,,"Crossfade to ""And without a doubt, give your whole life up""",00:00.000,00:01.000,00:00.000,,,
,,"And without a doubt, give your whole life up",00:00.000,00:00.000,00:00.000,,,
, And cry to see my suffering,fade and stop And cry to see my suffering,00:00.000,00:01.000,00:00.000,,,
," ""And without a doubt, give your whole life up""","fade ""And without a doubt, give your whole life up""",00:00.000,00:01.000,00:00.000,,,
138,,Crossfade to Like I give it up for you,00:00.000,00:01.000,00:00.000,,,
,,Like I give it up for you,00:00.000,00:00.000,00:00.000,,,
," ""And without a doubt, give your whole life up""","fade and stop ""And without a doubt, give your whole life up""",00:00.000,00:01.000,00:00.000,,,
, Like I give it up for you,fade Like I give it up for you,00:00.000,00:01.000,00:00.000,,,
139,,Crossfade to If I could be your hero,00:00.000,00:01.000,00:00.000,,,
,,If I could be your hero,00:00.000,00:00.000,00:00.000,,,
, Like I give it up for you,fade and stop Like I give it up for you,00:00.000,00:01.000,00:00.000,,,
, If I could be your hero,fade If I could be your hero,00:00.000,00:01.000,00:00.000,,,
140,,Crossfade to If I be could your god,00:00.000,00:01.000,00:00.000,,,
,,If I be could your god,00:00.000,00:00.000,00:00.000,,,
, If I could be your hero,fade and stop If I could be your hero,00:00.000,00:01.000,00:00.000,,,
, If I be could your god,fade If I be could your god,00:00.000,00:01.000,00:00.000,,,
141,,Crossfade to What saved you a thousand times,00:00.000,00:01.000,00:00.000,,,
,,What saved you a thousand times,00:00.000,00:00.000,00:00.000,,,
, If I be could your god,fade and stop If I be could your god,00:00.000,00:01.000,00:00.000,,,
